,activity_rate,mean_norm_activation,cv,top_smiles
1899,0.001,0.50524044,0.559580385684967,"['CC(NCc1c(F)cccc1Cl)c1nnc2ccccn12', 'CC(NCc1ccncc1)C(O)c1ccc(F)c(F)c1', 'CC(NCc1ccc2c(c1)OCCO2)C(=O)NCc1ccco1', 'CC(NCc1ccccc1-n1ccnc1)c1ccc2c(c1)OCO2', 'CC(NC1CCc2cc(Cl)ccc21)C(=O)NCc1ccccc1', 'CCC(NCc1ccc(OC)cc1F)C(=O)OC', 'CC(NC1CCc2ccccc21)C(=O)Nc1ccccc1C#N', 'CCC(NCC1CCCO1)C(=O)c1ccc2c(c1)CCN2', 'O=C(NC1CC1)C(NC1CCc2ncnn2C1)c1ccccc1', 'OC(CNCc1ccc(F)c(F)c1)c1cccc(C(F)(F)F)c1']"
1900,0.0011,0.24994937,1.0064475536346436,"['CC1CN(c2ccc(C(=O)N(C)c3ccc(F)cc3)cn2)CC(C)O1', 'CC1CN(Cc2csc(NC(=O)C3CC=CC3)n2)CC(C)O1', 'CC1CN(C(=O)C2CC(=O)N(CCc3ccc(F)cc3)C2)CC(C)O1', 'CC1CN(C(=O)Cn2ncc(N3CCCC3)cc2=O)CCCO1', 'CC1CN(Cc2nc3ccccc3c(=O)n2CC#N)CC(C)(C)O1', 'CC1CN(C(=O)CN2C(=O)COc3ccc(Cl)cc32)C(C)CO1', 'CC1CN(Cc2nc3cc(Cl)ccc3c(=O)[nH]2)CC(C)O1', 'CC1CN(C(C)CNC(=O)c2cc(-c3ccco3)on2)CC(C)O1', 'CC1CN(Cc2nc3ccccc3c(=O)n2CC#N)CCO1', 'CC1CN(c2cc(N3CCCC3CO)ncn2)CCO1']"
1901,1e-04,0.0,0.0,[]
1902,0.0941,0.24985299,0.5757670402526855,"['Nc1oc(-c2ccncc2)cc1C(=O)c1ccncc1', 'c1coc(-c2nc(NCc3ccncc3)ncc2-c2ccncc2)c1', 'Cc1ccccc1CN(Cc1cccnc1)C(=O)c1cccnc1', 'O=C(Nc1ccncc1)c1ccnc(-n2ccnc2)c1', 'O=C(c1ccncc1)N1CCC(Nc2cccnc2)C1', 'COc1ccc(NC(=O)c2ccncc2)cc1OC(C)C', 'O=C(NCCOC(=O)c1ccsc1)c1ccncc1', 'COc1ccc(CN(c2ccncc2)S(C)(=O)=O)cc1', 'CC(NC(=O)c1ccc(Cl)cc1)C(=O)NCc1ccncc1', 'O=c1cc(-c2ccncc2)nc(Nc2ccccc2)[nH]1']"
1903,1e-04,0.0,0.0,[]
1904,0.2666,0.15262732,0.766829788684845,"['O=c1c(-c2ccccc2)c(N2CCN(c3ccccc3)CC2)c1=O', 'Nc1nonc1-c1noc(C(Cl)(Cl)Cl)n1', 'Cc1nnsc1-c1nn2c(C(C)C)nnc2s1', 'c1csc(CCN2CN=C(Nc3nc4ccccc4o3)NC2)c1', 'CN(C)C1=NC(C(F)(F)F)(C(F)(F)F)N=C(c2cccnc2)O1', 'CC(=O)NC1=NC(=O)C2=NCN(COCCO)C2=N1', 'FC(F)(F)c1nnc2sc(-c3cnccn3)nn12', 'c1ccc(-c2nnc3sc(-c4cccs4)nn23)nc1', 'Fc1ccc(-c2ccnc3nc(C4CCCO4)nn23)cc1', 'c1csc(C2CSc3nnc(C4CCCCC4)n3N2)c1']"
1905,1e-04,0.0,0.0,[]
1906,1e-04,0.0,0.0,[]
1907,0.053,0.31472743,0.5728766918182373,"['O=C(CCn1cccn1)NCc1ccc(-n2cncn2)nc1', 'O=C(CCSc1ccccc1)NCc1ccc(-n2cncn2)cc1', 'COc1ccccc1NC(=O)NCc1ccc(-n2cccn2)cc1', 'O=C(Nc1ccc(-n2cccn2)cc1)c1ccn(-c2ccccc2F)n1', 'O=C(Cc1ccc(-n2cccn2)cc1)NCc1ccco1', 'CCC(CC)NC(=O)c1ccc(-n2cccn2)cc1', 'O=C(c1ccc(-n2cccn2)cc1)N1CCCC1c1cccs1', 'CC(C)n1ccnc1CN1CCCN(C(=O)Cn2cccn2)CC1', 'CN(CCOc1ccc(F)cc1)C(=O)c1ccc(-n2cccn2)cc1', 'CC(CCCO)NC(=O)Nc1cccc(Cn2cccn2)c1']"
1908,1e-04,0.0,0.0,[]
1909,1e-04,0.0,0.0,[]
1910,0.0442,0.32417667,0.6451091170310974,"['COc1cc(CCC(=O)Nc2ccn(C)n2)on1', 'Cc1c(CCC(=O)N2CC(C)Oc3ncccc32)cnn1C', 'Cc1cc2occ(CC(=O)NCC3CCCO3)c2cc1C(C)C', 'CCc1ccc(CCC(=O)N2CCC(O)CC2)cc1', 'Cc1[nH]nc(CCC(=O)NC(C)Cc2cccs2)c1C', 'COc1ccc(CCC(=O)Nc2cn[nH]c2)cc1OC', 'CCOc1ccc(CCC(=O)Nc2cccc(F)c2)cc1N', 'COc1cc(CCC(=O)Nc2nonc2C)cc(OC)c1', 'COc1ccc(CCC(=O)Nc2ccc(F)cc2F)cc1OC', 'COc1ccc(CCCC(=O)Nc2nccs2)cc1']"
1911,1e-04,0.0,0.0,[]
1912,1e-04,0.0,0.0,[]
1913,1e-04,0.0,0.0,[]
1914,0.0068,0.22428855,0.654632568359375,"['COCC(C)OC(=O)c1ccc(N2CCCC2)nc1', 'Cc1noc(C(C)OC(=O)CCC(=O)c2ccc(F)cc2F)n1', 'COCCCNC(=O)C(C)Oc1cccc(Cl)c1', 'CC(C)OCc1ccccc1CNc1ncccn1', 'CCC(CC)N(CCO)C(=O)Oc1ccccc1', 'COC(=O)c1c(C)[nH]c(C(=O)C(C)Oc2cccc(C#N)c2)c1C', 'COC(=O)C(C)Oc1cccc(-c2csc(N)n2)c1', 'COc1ccc(Cl)cc1NC(=O)C(C)OC(=O)c1cccs1', 'Cc1ccc(NC(=O)C(C)Oc2ccc(N)cc2F)cc1', 'Cc1ccc(CC(C)N(C)Cc2c[nH]nc2C)cc1']"
1915,1e-04,0.0,0.0,[]
1916,1e-04,0.0,0.0,[]
1917,1e-04,0.0,0.0,[]
1918,1e-04,0.0,0.0,[]
1919,1e-04,0.0,0.0,[]
1920,1e-04,0.0,0.0,[]
1921,0.0002,0.5,0.0,"['N#Cc1c(=O)c2c(=O)oc3ccccc3c2n2nc3n(c12)CCCCC3', 'Cc1c(C)c2cc(Cl)c3c(c2oc1=O)CN(C1CC1)CO3']"
1922,1e-04,0.0,0.0,[]
1923,1e-04,0.0,0.0,[]
1924,1e-04,0.0,0.0,[]
1925,0.0022,0.32795003,0.7991052865982056,"['CC(C)C1(C)C(=O)N(CCCO)c2cc(N)ccc2N1C', 'O=C1C(=O)N(Cc2cccs2)c2cc(F)ccc21', 'COC(=O)C1=C(C)N(Cc2ccc(Cl)cc2)C(=O)CC1', 'CN1C(=O)C(C(=O)Nc2ccccc2Br)c2ccccc21', 'CCC1C(=O)Nc2c(F)cc(C(O)Cc3ccccc3)cc21', 'CC12CN(C(=O)C3CCCC3)CC1NC(=O)c1ccccc1C2=O', 'CC1(C(=O)Nc2cccc(Cl)c2)Oc2ccccc2NC1=O', 'CN1C(=O)C2(CCN(C(=O)C(C)(C)C)C2)c2ccccc21', 'CC(=O)NC1C(=O)N(CC2COc3ccccc3O2)c2ccccc21', 'O=C(C1CC1)N1CCC2(C1)c1ccccc1S(=O)(=O)N2CC1CC1']"
1926,1e-04,0.0,0.0,[]
1927,0.0053,0.37574884,0.5889794230461121,"['CCN(CC)C(=O)CC(C#N)C(=O)N1CCCC1', 'CCN(CC)C(=O)C(C)N1CCCc2ccccc21', 'CCCN(CCO)c1ccc2cccc(Br)c2n1', 'COCCCN(C)C(=O)Nc1snc(C)c1C(=O)OC', 'CCN(CC)C(=O)NCc1ccc2c(c1)OCO2', 'CCCN(CCC)C(=O)Cc1nc(-c2ccc(N)cc2)cs1', 'CCCCN(CC)C(=O)Cn1nnc2ccccc2c1=O', 'CCN(CC)C(=O)Nc1ccccc1OC(F)(F)F', 'CCN(CC)C(=O)N1CCC(Nc2ccccc2)C1', 'CCN(CC)C(=O)C1CCN(C(=O)c2ccco2)CC1']"
1928,1e-04,0.0,0.0,[]
1929,1e-04,0.0,0.0,[]
1930,0.0056,0.28070024,0.7392775416374207,"['CC(C)OC(=O)c1cc(-c2ccc3c(c2)CC(=O)N3C)on1', 'CC(C)OC(=O)c1cc(-c2ccc3c(c2)CC(=O)N3)nn1C', 'Cc1ccc2c(CC(=O)Oc3ccc4c(c3)CCC(=O)N4)coc2c1', 'Cc1ccc(C(=O)NC(C)c2ccc3c(c2)CCC(=O)N3)o1', 'CCCCCNS(=O)(=O)c1cc2c3c(c1)CC(=O)N3CCC2', 'Cc1ccc(F)c(NC(=O)c2ccc3c(c2)NC(=O)CO3)c1', 'COc1cc(NC(=O)Nc2ccc3c(c2)CC(=O)N3C)cc(OC)c1', 'Cc1ccc(OCC(=O)Oc2ccc3c(c2)CCC(=O)N3)cc1', 'CCOCCCNS(=O)(=O)c1ccc2c(c1)CCN2C(C)=O', 'Cn1cc(CCC(=O)Nc2ccc3c(c2)S(=O)(=O)C=C3)cn1']"
1931,0.016,0.63226855,0.26006707549095154,"['Cn1cnnc1Cc1cccc(Br)c1', 'Cn1cnnc1Sc1ccc(Br)cc1N', 'Cn1cnnc1Cc1ccc(Br)cc1', 'Cn1ccnc1NCc1ccc(Cl)c(Cl)c1', 'Cc1nccn1-c1ccc(Br)c(N)c1', 'Cc1[nH]ncc1CCCNC(=O)c1c[nH]nc1-c1ccccc1F', 'Cn1ccnc1C(O)CNC(=O)c1n[nH]c2ccccc12', 'Cn1cccc1Cc1nnc(SCc2ccc(F)cc2)n1C', 'Cc1[nH]ncc1CCCNC(=O)NCC1CCCO1', 'Cc1cnnn1CC1CCC2C1OCCN2Cc1ccco1']"
1932,0.0201,0.3428716,0.631202757358551,"['CC(C)(CNC(=O)CSc1nc2ccccc2o1)N1CCOCC1', 'CC(C)(CNC(=O)CNC(=O)NCc1ccccc1)N1CCOCC1', 'CC(CNC(=O)NC(CO)C(C)C)c1ccccc1', 'CC(CNC(=O)C1CC1c1ccco1)Cn1cccn1', 'CC(CNC(=O)c1cnc(-c2cnn(C)c2)s1)Oc1ccccc1', 'COC(CNC(=O)N1CCN(C(C)C(F)(F)F)CC1)C(C)C', 'CC1(CNC(=O)c2ccnc(OC3CCC3)c2)CCCCC1O', 'CC(CNC(=O)c1cccc(Cl)c1)CN1CCOCC1', 'CC(CNC(=O)c1ccnc(-n2ccnc2)c1)CN1CCCC1=O', 'COC(C)(CNC(=O)c1nc2ccccc2s1)c1ccccc1F']"
1933,0.002,0.39113253,0.7622812390327454,"['Cn1cc(CC(C#N)C(=O)NCCc2ccccc2)c2ccccc21', 'Cn1cc(C(=O)NC(C)(C)CN2CCOCC2)c2ccccc21', 'Cn1cc(C(=O)Nc2ccc(OCC#N)cc2)c2ccccc21', 'CCn1cc(CC(=O)NCCCc2cn[nH]c2C)c2ccccc21', 'CCn1cc(C(=O)CSc2nnc(C)s2)c2ccccc21', 'Cn1c(C(=O)NCC(=O)N2CCOCC2)cc2ccc(Cl)cc21', 'CCn1cc(C(=O)Nc2ccc(C)c(C)c2)c2cccnc21', 'CCn1cc(C(=O)NCc2ccc(OC)c(OC)c2)c2cccnc21', 'COCCn1cc(CCNC(=O)C(C)C)c2cccnc21', 'Cn1nc(C(=O)NCc2ccc(S(N)(=O)=O)cc2)c2ccccc21']"
1934,1e-04,0.0,0.0,[]
1935,0.1519,0.39346957,0.5689525604248047,"['O=c1[nH]c(F)c(Cl)c2c1Oc1ccccc1O2', 'N#CCOc1cccc(CC(=O)NCc2ccc(O)cc2)c1', 'Cc1cc2nc(SCC#N)n(C(C)C)c(=O)c2[nH]1', 'CN(Cc1cnn(-c2ccccc2)c1)CC(O)c1ccc(Cl)cc1', 'CCCCNC(=O)CC1CSc2ncc(C)c(=O)n21', 'CCC(C)n1ncc(C(=O)NCC2CCCC(O)C2)c1C1CC1', 'O=C1OCCN1CCS(=O)(=O)c1ccc(O)cc1', 'O=C(Cc1ccc(Cl)cc1)NCc1cccc(O)c1', 'CCc1ccc(CCN2C(=O)C(C)CS2(=O)=O)cc1', 'CC(C)Nc1ncccc1C(=O)NCC(C)(O)c1ccc(F)cc1']"
1936,1e-04,0.0,0.0,[]
1937,1e-04,0.0,0.0,[]
1938,1e-04,1.0,0.0,['Cc1cc(C)c(CNC(=O)c2cc(C3CC3)nn2C(C)(C)C)c(=O)[nH]1']
1939,1e-04,0.0,0.0,[]
1940,0.0002,0.5,0.0,"['C#CCNC(=O)c1ccc2c(c1)S(=O)(=O)N=C1CCCCCN12', 'CS(=O)(=O)Oc1ccc2c(c1)oc(=O)c1ccccc12']"
1941,0.0112,0.26919088,0.7255740761756897,"['Cc1ccc(OCCCCO)c(Br)c1', 'CCC1Oc2ccc(C)cc2N(CC(=O)NCCCOC)C1=O', 'Cc1ccc(-c2nc3cc4c(cc3n2CCO)OCO4)cc1N', 'Cc1cc(Br)ccc1C(=O)NCCCO', 'Cc1ccc(C)n1-c1c(C(=O)NCCCO)cnn1C', 'O=C(NCCOCCO)C1CCCc2ccccc21', 'O=C(NCCCO)C1CCCN1C(=O)Cc1cccs1', 'O=C(NCCCO)NCc1nc(-c2ccc(Cl)cc2)cs1', 'Cc1ccc(C)c(OCc2c(CO)nnn2CCCO)c1', 'N#Cc1c(NC(=O)CCc2cccs2)nc2n1CCS2']"
1942,1e-04,0.0,0.0,[]
1943,1e-04,0.0,0.0,[]
1944,1e-04,0.0,0.0,[]
1945,0.0021,0.36177254,0.7887226343154907,"['COC(=O)C1(NC(=O)c2ccc(N3CCOCC3)cc2)CCCCC1', 'CCOC(=O)C1(N(C)Cc2ccc(C(=O)N(C)C)[nH]2)CCCCC1', 'N#CC1(NC(=O)c2ccc(-n3ccc(C(F)(F)F)n3)cc2)CCCC1', 'CCNC(=O)C1(NC(=O)c2cnc3snc(C)c3c2)CCCCC1', 'COC(=O)C1(N(C)C(=O)c2ccc3cc[nH]c3c2)CCCCC1', 'COC(=O)C1(NC(=O)c2ccc(OC(C)C)nc2)CCCC1', 'CCOC(=O)C1(NC(=O)c2ccc3c(c2)nnn3CC)CCCC1', 'N#CC1(NC(=O)Cn2c(-c3ccccn3)noc2=O)CCCCCC1', 'CC(=O)NC1(C(=O)N(C)Cc2c(C)noc2C)CCCCC1', 'N#CC1(NC(=O)CN2CCOC(c3nccs3)C2)CCCCCC1']"
1946,1e-04,0.0,0.0,[]
1947,1e-04,0.0,0.0,[]
1948,0.0008,0.40774667,0.7502458691596985,"['Cn1c(=O)c2c(nc(C3CCCCC3)n2C)n(C)c1=O', 'Cc1nc2c(c(=O)c3ccccc3n2C)c(=O)n1Cc1ccco1', 'Cn1c(=O)c2c(nc(N3CCCC3)n2CC(O)CO)n(C)c1=O', 'C=CCn1c(=O)c2c(nc(-c3ccccc3)n2C)n(C)c1=O', 'COC(=O)c1c(C)nc2c(c(SC)nn2-c2ccccc2)c1N', 'CCCn1c(=O)c2c(nc3n(C)c(C)c(C)n23)n(C)c1=O', 'Cc1nc2c(c(C)nn2C)c(C)c1CCC(=O)N1CCOCC1', 'Cn1c(=O)c2c(nc(N)n2Cc2cccc3ccccc23)n(C)c1=O']"
1949,0.0004,0.45356065,0.8676468133926392,"['C=CCc1c(OCC(=O)NC2CC2)ccc2nc3n(c(=O)c12)CCC3', 'CCc1cc(=O)oc2c(C)c3c(cc12)CN(CC(C)O)CO3', 'COc1ccc2c3c(ccc2c1)CCNC3c1cnoc1C', 'Cn1c(=O)c(=O)n(C)c2cc3c(cc21)ncn3Cc1ccccc1']"
1950,1e-04,0.0,0.0,[]
1951,1e-04,1.0,0.0,['c1ccc(-c2nc3cccnc3nc2-c2ccccn2)nc1']
1952,0.008,0.3642308,0.7141727209091187,"['Cc1ccc(N2CCCC2=O)c(C(=O)NC(C)Cc2cccs2)c1', 'NC(=O)c1ccc(N2CCCC2)c(NC(=O)CCc2ccsc2)c1', 'Fc1ccc(NCc2nc(C3CC3)no2)c(OCC2CC2)c1', 'COC(=O)c1cc(OC(=O)c2ccncc2)cc(C(=O)OC)c1', 'Cc1ccc(-n2cc(C)cn2)c(NC(=O)c2ccncc2)c1', 'Cc1ccc(NC(=O)CCc2nc(C)no2)c(OCC2CCCO2)c1', 'Cc1ccc(C(=O)Nc2ccc3cc[nH]c3c2)c(-n2cnnn2)c1C', 'Cc1ccc(-n2cc(C)cn2)c(NC(=O)NCc2ncn(C)n2)c1', 'Cc1cc(C(=O)NC(C2CC2)C2CC2)cc(S(N)(=O)=O)c1C', 'Cc1ccc(CNC(=O)C(C)NC(N)=O)c(OCC2CC2)c1']"
1953,1e-04,0.0,0.0,[]
1954,1e-04,0.0,0.0,[]
1955,0.0274,0.7402413,0.18184995651245117,"['CSc1nnc(-c2cccnc2)n1Cc1ccco1', 'N#Cc1ccc(Sc2ncnc3nc[nH]c23)cc1Cl', 'Cc1cccc(NC(=O)N2CCCCC2CO)c1Cl', 'O=C(Nc1nncs1)c1cc(F)c(Cl)cc1Cl', 'CCCc1nnc(N2CC3CCC(C2)C3OC)o1', 'O=C(NCc1cccnc1)Nc1ccc(F)cc1Cl', 'CCOCCCNC(=O)c1nc(C(C)C)ncc1Cl', 'CCOc1ccc(C(=O)NCc2ccco2)cc1Cl', 'CCOC(=O)C(N)c1nc2ccc(Cl)cc2o1', 'C=CCN(CCO)C(=O)Nc1ccc(Br)cc1Cl']"
1956,1e-04,0.0,0.0,[]
1957,1e-04,0.0,0.0,[]
1958,1e-04,0.0,0.0,[]
1959,0.0034,0.26635432,0.7996580600738525,"['Cc1ccc(Cl)cc1N1CCN(C2CCOC2=O)CC1', 'N#Cc1c(F)cccc1N1CCC(c2nnc3ccccn23)CC1', 'O=S(=O)(c1cn[nH]c1)N1CCOC2CCCC21', 'Cc1nc2ccccc2nc1N1CCN(c2ccc(O)cc2)CC1', 'Cc1nc2ccccc2nc1N1CCN(c2nccs2)CC1', 'N#Cc1ccccc1CN1CCOc2ccc(F)cc21', 'Nc1ccccc1N1CCC(OCc2ccc(F)cc2)CC1', 'Cc1ccccc1-n1nnnc1C1(N2CCOCC2)CCCC1', 'COc1ccc2cnccc2c1N1CCN(C(=O)OC(C)(C)C)CC1', 'N#Cc1cc(F)ccc1CNC1(C(=O)NCC2CC2)CCCC1']"
1960,1e-04,0.0,0.0,[]
1961,1e-04,0.0,0.0,[]
1962,1e-04,0.0,0.0,[]
1963,0.1505,0.22840722,0.9545586705207825,"['Cc1[nH]c(NC(=O)CSc2nc(N)cc(=O)[nH]2)c(C#N)c1C', 'COc1c[nH]c(CSc2ccc(F)cc2)cc1=O', 'O=c1[nH]c(F)c(Cl)c2c1Oc1ccccc1O2', 'CCCc1c(C(=O)N(C)CCOC)[nH]c(C)c1C(C)=O', 'CCc1[nH]c(C(=O)N(CC)CC)c(C)c1C(=O)OC', 'CCOC(=O)c1[nH]c(C)c(C(=O)OC2CC(C)OC2=O)c1C', 'Cc1cc(=O)[nH]c(-c2cccc(NC(=O)c3cc(Cl)c[nH]3)c2)n1', 'CCOC(=O)c1c(C)[nH]c(NC(=O)NC2CCCCC2)c1C', 'O=c1[nH]c2ccc(-c3csc(NCc4ccc(F)cc4)n3)cc2[nH]1', 'CCOC(=O)c1c(C)[nH]c(C(=O)OCCO)c1C']"
1964,1e-04,0.0,0.0,[]
1965,0.0002,0.5,0.0,"['CCN(CC)C(=O)NC1C(NC(=O)N(CC)CC)N(C)C(=O)N1C', 'CCOC(=O)c1cnn(-c2ccccc2)c1-n1cccc1']"
1966,0.0019,0.5049461,0.6440691947937012,"['O=C1NC(O)c2cc(Br)cc(Br)c2O1', 'O=C1NCCNC1c1ncccc1Br', 'O=C1NCCCCC1NC(=O)N1CCCC1C1CCCCC1', 'O=C1NCC2(CCCN(c3nc4ccccc4s3)CC2)O1', 'O=C1NCC(c2cccs2)N1c1ccc(F)cc1', 'O=C1NCCN1CCNc1ccc(Cl)c(F)c1', 'O=C1NCCCCC1NS(=O)(=O)c1cccc2ccccc12', 'O=C1Nc2cc(O)ccc2OC1Cc1ccccc1C(F)(F)F', 'O=C1NC(c2ccco2)c2c(-c3ccccc3)n[nH]c21', 'O=C1NCCN(C(=O)c2ccc(Cl)c(F)c2)C1Cc1ccccc1']"
1967,0.0004,0.56060135,0.4479263126850128,"['CC(=O)c1ccc(OC(=O)C2CC(=O)N(C)C2c2cccnc2)cc1', 'CCOC(=O)C1=C(C)N(C)C(=O)NC1c1cccc(OC)c1OC', 'COc1ccc2cc(C(=O)N(C)CC(=O)N(C)C)c(C)nc2c1', 'CCOC(=O)C1=C(C)N(CCOC)C(=O)NC1c1cccc(F)c1']"
1968,0.0271,0.5235758,0.3864234685897827,"['CC(C)C1(O)CN(C(=O)Cc2cscn2)CC1C', 'CCOCC12COCC1CN(C(=O)c1sccc1C)C2', 'O=C(CC1COCC2CN(C(=O)c3ccoc3)CC12)NCC1CC1', 'Cc1cccc(OCCc2nnc(CCO)o2)c1C', 'Nc1cccc(OCCOc2ccccc2Cl)c1', 'COc1cc(CO)cc2c1OC(C(C)C)C(=O)N2CC(C)C', 'COc1ccc(OC)c(-c2csc3nc(N)cn23)c1', 'CCN(CC1COc2ccccc2O1)C(=O)Cc1ccc[nH]1', 'Brc1cccc(OCCNc2ccc3nnnn3n2)c1', 'COc1cc(CO)ccc1OCC(=O)OC(C)C']"
1969,0.0003,0.5915277,0.17964085936546326,"['O=C1CCCc2c1c(Cc1ccccc1)nn2CCO', 'O=C1CCCc2c1c(C1CC1)nn2-c1c(F)cccc1F', 'O=C(Cc1csc(-n2cccc2)n1)N1CCn2c1nc1ccccc12']"
1970,1e-04,0.0,0.0,[]
1971,1e-04,0.0,0.0,[]
1972,1e-04,0.0,0.0,[]
1973,0.2634,0.23178717,0.784089207649231,"['CCOC(=O)C1CC2CN(C(=O)OCC)CC2N1', 'CC(C)N(C)C(=O)NCCCOC1CCOCC1', 'CCCCN(CCO)C(=O)NC1CCCn2nc(CC)nc21', 'CC(C)(CNC(=O)NCCCC1CCCC1)N1CCOCC1', 'CC1CC(C)CN(C(=O)C2(C)CC2(Cl)Cl)C1', 'CCC1(CNC(=O)NC2C3CCOC3C2(C)C)CC1', 'CCN(CC)C(=O)NC1C(NC(=O)N(CC)CC)N(C)C(=O)N1C', 'CCCC1CCC(=O)C(CN2CCOCC2CC)C1', 'CC(CO)C(C)NC(=O)NC1CCC2(CC1)OCCO2', 'CCOCC1CCN(C(=O)C2C3CCCCC32)C1']"
1974,1e-04,0.0,0.0,[]
1975,0.0544,0.35118744,0.4916556477546692,"['Fc1cnc(-c2cnn(CC3OCCO3)c2)nc1', 'c1nc(Nc2ccc3c(c2)OCCO3)c2ccsc2n1', 'Cc1nc(Nc2ccc3c(c2)OCO3)c2c(C)noc2n1', 'COc1cc(NCc2cccc3c2OCO3)ccc1N1CCCC1=O', 'OCCOc1cccc2sc(-c3cccs3)nc12', 'CC(C)CN1C(=O)C2(OCCCO2)c2cc(Cl)ccc21', 'c1n[nH]c(SCc2nnc3n2CCCCC3)n1', 'Cc1nc(CSc2nnc(N3CCOCC3)n2C2CC2)cs1', 'Cc1cccc(CNc2nccn(C3CC3)c2=O)c1', 'CC(C)CC(NC(=O)C1COCCO1)c1cccs1']"
1976,0.1209,0.3275877,0.4344905614852905,"['C=CCn1c(SC2CCCCC2O)n[nH]c1=O', 'O=C(NC1CCCC1)C(Sc1cn[nH]n1)c1ccccc1', 'Cc1ccc(CC(C)N(C)Cc2c[nH]nc2C)cc1', 'COc1ccc(-c2c(C3CC3)n[nH]c2N)cc1Cl', 'Cc1cc(C)c(C(=O)CSc2n[nH]c(N)n2)cc1C', 'COc1ccc(CCC(=O)Nc2cn[nH]c2)cc1OC', 'Cc1cc(NC(=O)Nc2c(C)n[nH]c2C)ccc1F', 'O=C(CCc1nc(-c2ccc3cc[nH]c3c2)no1)NC1CC1', 'Cc1ccccc1CNC(=O)c1cn[nH]c1-c1ccccc1', 'O=C(Nc1cccc(Cl)c1)c1c[nH]c2cccnc12']"
1977,0.0149,0.33066896,0.6925559043884277,"['CNS(=O)(=O)Cc1ccccc1CNC(=O)c1cc(C(C)=O)c[nH]1', 'CC(c1ccc(-n2cncn2)cc1)N(C)C(=O)c1ccc(=O)[nH]c1', 'Cc1nc(C)c(CC(=O)N2CCOC(c3ccccc3)C2)c(=O)[nH]1', 'Cc1c(C(=O)N(Cc2ccc3[nH]ccc3c2)C2CC2)cnc2ccnn12', 'O=C(NCC1(O)CCCc2ccccc21)c1cc2ccccc2c(=O)[nH]1', 'Cc1cccc2c(=O)c(C(=O)N3CCOC(C(F)(F)F)C3)c[nH]c12', 'COCc1cc(CN(C)C(=O)C2CCN(C(=O)N(C)C)CC2)n[nH]1', 'N#CC(C(=O)Cn1c(=O)[nH]c2ccccc21)c1nc2ccccc2[nH]1', 'Cc1ccc(C(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)c(=O)[nH]1', 'CCN(CC(F)(F)F)C(=O)Cc1c(C)nc2c(c1C)c(=O)[nH]n2C']"
1978,1e-04,0.0,0.0,[]
1979,1e-04,0.0,0.0,[]
1980,1e-04,0.0,0.0,[]
1981,1e-04,0.0,0.0,[]
1982,1e-04,1.0,0.0,['CCc1nnc(NC(=O)NCCC2CCCCC2)s1']
1983,0.4111,0.20751597,0.7037730813026428,"['O=C(Nc1ccc(-c2csnn2)cc1)c1cc(Cl)c[nH]1', 'Fc1cnc(-c2cnn(CC3OCCO3)c2)nc1', 'c1ccc(SCCOc2cccc(-n3cncn3)c2)cc1', 'O=C(N1CCC(c2ccsc2)CC1)C1(c2ccc(F)cc2)CC1', 'c1cnc(CNc2ccc(-n3nccn3)cc2)cn1', 'O=C(c1cnc(N2CCOCC2)nc1)N1CCCC2(CCCO2)CC1', 'O=C(c1ccc(NCCO)nc1)N1CCC(CCn2cccn2)CC1', 'Fc1ccc(-c2cnc(NCCCn3ccnc3)nc2)cc1', 'c1csc(-c2oncc2CSc2nc(C3CC3)n[nH]2)c1', 'O=C(N1CCN(Cc2cscn2)CC1)C1(c2ccc(F)cc2)CC1']"
1984,1e-04,0.0,0.0,[]
1985,1e-04,0.0,0.0,[]
1986,1e-04,0.0,0.0,[]
1987,0.1347,0.3588664,0.4655403792858124,"['OCc1cc2c(cc1OCc1cccnc1)OCO2', 'CNc1nc(-c2ccccc2)c(C(C)=CC(=O)OC)s1', 'Nc1cccn2cc(-c3ccc4c(c3)OCO4)nc12', 'Cc1cccn2cc(-c3ccc4c(c3)OCO4)nc12', 'CCCC(O)c1cc(CC)c2c(c1)C(CC)C(=O)N2', 'COC(=O)c1cnc(NC(=O)C2CC=CCC2)s1', 'COc1ccccc1SCCC(=O)OC(C)(C)C', 'CCCOc1ccc2cc(C(=O)C3=NC=CC3)oc2c1', 'NC(=O)c1ccc(C(=O)NCC2CC=CCC2)cn1', 'CC(OCC1CCCO1)C(=O)NCCC1=CCCCC1']"
1988,0.0008,0.38594922,0.5841072797775269,"['Cc1c(C(=O)N(Cc2ccco2)C2CC2)[nH]c2c1C(=O)CC(C)(C)C2', 'CCCc1c(C(=O)N(C)CCOC)[nH]c(C)c1C(C)=O', 'Cc1c(C(=O)CNc2ccccc2)oc2ccc(F)cc12', 'COC(=O)C(c1c(C)[nH]c2ccccc12)(C(C#N)C#N)C(F)(F)F', 'O=C(NCc1cc(=O)[nH]c2ccccc12)Nc1cc(F)cc(F)c1', 'CCc1cc(=O)[nH]c2cc(NC(=O)COC)ccc12', 'O=C(NCc1cc(=O)[nH]c2ccccc12)Nc1ccc(Cl)c(F)c1', 'COC(=O)Cn1c(C(C)Oc2ccccc2)nc2ccccc21']"
